License_Year_License_Number,Business_Name,Street_Address,City,State,Zip_Code,Business_Phone_Number,Classification_Code,Classification_Description,License_Expir_Date,Issue_Date,License_Fiscal_Year,License_Number,License_Status,License_Status_Description,Council_District,Council_District_Description,Full_Address,FID,lon,lat,type,loctype,address,north,south,east,west
2015-7020,CHRIST TEMPLE APOSTOLIC SOUP K,2307 ELWOOD AVE,SOUTH BEND,IN,46628,(574) 233-3892,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-05-18T04:00:00Z,2015,7020,RN,Renewed,SB1,COUNCIL DISTRICT 1,"2307 ELWOOD AVE, SOUTH BEND, IN 46628",4169,-86.2830688,41.6941005,premise,rooftop,"2307 elwood ave, south bend, in 46628, usa",41.69552958029151,41.69283161970851,-86.28155631970849,-86.2842542802915
2015-702,BURGER KING #6574,4852 W WESTERN AVE,SOUTH BEND,IN,466192308,(574) 232-3622,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-24T04:00:00Z,2015,702,RN,Renewed,SB6,COUNCIL DISTRICT 6,"4852 W WESTERN AVE, SOUTH BEND, IN 466192308",4170,-86.3142398,41.671422,premise,rooftop,"4852 w western ave, south bend, in 46619, usa",41.6727789802915,41.6700810197085,-86.31285891970849,-86.31555688029151
2015-7019,PIT STOP TIRE SERVICE LLC,2018 FRANKLIN ST,SOUTH BEND,IN,46613,(574) 855-1902,AUTO,AUTOMOTIVE REPAIR & SVC,2016-01-31T05:00:00Z,2015-06-04T04:00:00Z,2015,7019,RN,Renewed,SB6,COUNCIL DISTRICT 6,"2018 FRANKLIN ST, SOUTH BEND, IN 46613",4171,-86.2541633,41.6528074,premise,rooftop,"2018 franklin st, south bend, in 46613, usa",41.65416758029149,41.6514696197085,-86.2528142697085,-86.2555122302915
2015-701,BURGER KING #7055,2171 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 273-2220,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-02-19T05:00:00Z,2015,701,RN,Renewed,SB4,COUNCIL DISTRICT 4,"2171 SOUTH BEND AVE, SOUTH BEND, IN 46637",4172,-86.2170805,41.7003162,premise,rooftop,"2171 south bend ave, south bend, in 46637, usa",41.7016473802915,41.69894941970851,-86.2158359197085,-86.2185338802915
2015-7008,KFS CATERING,3207 HIGH ST,SOUTH BEND,IN,46614,(574) 231-5168,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-05-20T04:00:00Z,2015,7008,IN,Incative and no longer licensed,SB5,COUNCIL DISTRICT 5,"3207 HIGH ST, SOUTH BEND, IN 46614",4173,-86.2398157,41.6416621,premise,rooftop,"3207 high st, south bend, in 46614, usa",41.6430288302915,41.6403308697085,-86.23845771970849,-86.2411556802915
2015-7007,JOHNSON CONTROLS SECURITY SOLU,3600 W MCGILL ST,SOUTH BEND,IN,46628,(561) 226-8210,ALARM,ALARM AGENT,2016-01-31T05:00:00Z,2015-04-21T04:00:00Z,2015,7007,RN,Renewed,SB1,COUNCIL DISTRICT 1,"3600 W MCGILL ST, SOUTH BEND, IN 46628",4174,-86.2999612,41.7197554,premise,rooftop,"3600 mcgill st, south bend, in 46628, usa",41.7211176802915,41.7184197197085,-86.2985617697085,-86.3012597302915
2015-7004,KARZ SERVICE & REPAIR,2530 KENWOOD AVE,SOUTH BEND,IN,46628,(574) 220-6868,AUTO,AUTOMOTIVE REPAIR & SVC,2016-01-31T05:00:00Z,2015-02-16T05:00:00Z,2015,7004,IN,Incative and no longer licensed,SB2,COUNCIL DISTRICT 2,"2530 KENWOOD AVE, SOUTH BEND, IN 46628",4175,-86.2861703,41.6803992,premise,rooftop,"2530 kenwood ave, south bend, in 46628, usa",41.68180393029149,41.67910596970849,-86.28482131970848,-86.28751928029149
2015-700,BURGER KING # 8448,3403 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 277-4600,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-02-13T05:00:00Z,2015,700,RN,Renewed,SB1,COUNCIL DISTRICT 1,"3403 PORTAGE AVE, SOUTH BEND, IN 46628",4176,-86.2871291,41.7233645,premise,rooftop,"3403 portage ave, south bend, in 46628, usa",41.72466383029149,41.7219658697085,-86.2859039697085,-86.2886019302915
2015-6994,SMITH SOUTHERN,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(713) 956-8800,ALARM,ALARM AGENT,2016-01-31T05:00:00Z,2015-01-23T05:00:00Z,2015,6994,RN,Renewed,NA,NA,"0 OUTSIDE CITY LIMITS, SOUTH BEND, IN 46601",4177,-86.25395189999999,41.6724038,postal_code,approximate,"south bend, in 46601, usa",41.6883039,41.6590361,-86.23015,-86.274856
2015-699,AMER. LEGION PULASKI POST 357,5414 W SAMPLE ST,SOUTH BEND,IN,46619,(574) 234-5073,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-24T04:00:00Z,2015,699,RN,Renewed,SB6,COUNCIL DISTRICT 6,"5414 W SAMPLE ST, SOUTH BEND, IN 46619",4178,-86.32328989999999,41.6639638,premise,rooftop,"5414 w sample st, south bend, in 46619, usa",41.6653391802915,41.6626412197085,-86.3219789197085,-86.3246768802915
2015-698,ICE BOX,1421 S WALNUT ST,SOUTH BEND,IN,46619,(574) 288-3300,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-04-15T04:00:00Z,2015,698,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1421 S WALNUT ST, SOUTH BEND, IN 46619",4179,-86.27228459999999,41.659738,premise,rooftop,"1421 s walnut st, south bend, in 46619, usa",41.6610526802915,41.6583547197085,-86.27081646970849,-86.27351443029151
2015-6971,FRIENDS FOOD MART INC - DBA,3601 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 233-0099,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-02-12T05:00:00Z,2015,6971,RN,Renewed,SB2,COUNCIL DISTRICT 2,"3601 W WESTERN AVE, SOUTH BEND, IN 46619",4180,-86.2988044,41.6721814,street_address,rooftop,"3601 w western ave, south bend, in 46619, usa",41.6734026802915,41.6707047197085,-86.29745461970849,-86.3001525802915
2015-6962,MITCH'S SECOND BASE SPORTS BAR,4407 S IRONWOOD DR,SOUTH BEND,IN,46614,(574) 532-7022,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-02-11T05:00:00Z,2015,6962,RN,Renewed,SB5,COUNCIL DISTRICT 5,"4407 S IRONWOOD DR, SOUTH BEND, IN 46614",4181,-86.2160942,41.6304072,street_address,rooftop,"4407 s ironwood dr, south bend, in 46614, usa",41.6317705302915,41.6290725697085,-86.2146704697085,-86.21736843029151
2015-695,LANE'S DAIRY QUEEN BRAZIER,2015 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 271-1102,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-01-30T05:00:00Z,2015,695,RN,Renewed,SB4,COUNCIL DISTRICT 4,"2015 SOUTH BEND AVE, SOUTH BEND, IN 46637",4182,-86.2194659,41.698867,premise,rooftop,"2015 south bend ave, south bend, in 46637, usa",41.7001576302915,41.6974596697085,-86.21811696970849,-86.2208149302915
2015-694,KWIK MART,2603 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 289-1860,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-16T04:00:00Z,2015,694,RN,Renewed,SB5,COUNCIL DISTRICT 5,"2603 S MICHIGAN ST, SOUTH BEND, IN 46614",4183,-86.2501431,41.6476218,premise,rooftop,"2603 s michigan st, south bend, in 46614, usa",41.6489694802915,41.6462715197085,-86.24873916970849,-86.25143713029149
2015-693,JOVI'S LOUNGE,1905 MIAMI ST,SOUTH BEND,IN,46614,(574) 289-3770,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-02-05T05:00:00Z,2015,693,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1905 MIAMI ST, SOUTH BEND, IN 46614",4184,-86.2351673,41.65440419999999,premise,rooftop,"1905 miami st, south bend, in 46613, usa",41.6557661302915,41.6530681697085,-86.23369916970849,-86.2363971302915
2015-691,EMMAUS LUTHERAN CHURCH,929 MILTON ST,SOUTH BEND,IN,46613,(574) 287-4151,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-06T05:00:00Z,2015,691,RN,Renewed,SB3,COUNCIL DISTRICT 3,"929 MILTON ST, SOUTH BEND, IN 46613",4185,-86.2368307,41.6554666,premise,rooftop,"929 milton st, south bend, in 46613, usa",41.6567393802915,41.6540414197085,-86.2355560197085,-86.23825398029152
2015-6900,TACO BELL-DON'T USE,6225 W BRICK RD,SOUTH BEND,IN,46628,(574) 247-1700,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-05-29T04:00:00Z,2015,6900,IN,Incative and no longer licensed,NA,NA,"6225 W BRICK RD, SOUTH BEND, IN 46628",4186,-86.3361712,41.73757440000001,premise,rooftop,"6225 brick rd, south bend, in 46628, usa",41.7389011802915,41.7362032197085,-86.33481981970849,-86.3375177802915
2015-688,BESTWAY TOWING,850 FELLOWS ST,SOUTH BEND,IN,46619,(574) 288-2500,VEHREM,VEHICLE REMOVAL,2016-01-31T05:00:00Z,2015-03-11T04:00:00Z,2015,688,RN,Renewed,SB2,COUNCIL DISTRICT 2,"850 FELLOWS ST, SOUTH BEND, IN 46619",4187,-86.2438147,41.666315,premise,rooftop,"850 fellows st, south bend, in 46601, usa",41.66767473029149,41.6649767697085,-86.24246571970849,-86.2451636802915
2015-6865,NOAH HUTT,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 621-8896,TA,TATTOO AND PIERCING ARTIST,2016-01-31T05:00:00Z,2015-02-27T05:00:00Z,2015,6865,RN,Renewed,NA,NA,"0 OUTSIDE CITY LIMITS, SOUTH BEND, IN 46601",4188,-86.25395189999999,41.6724038,postal_code,approximate,"south bend, in 46601, usa",41.6883039,41.6590361,-86.23015,-86.274856
2015-686,STUDEBAKER GOLF COURSE,718 E CALVERT ST,SOUTH BEND,IN,46613,(574) 287-6634,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-04-01T04:00:00Z,2015,686,RN,Renewed,SB6,COUNCIL DISTRICT 6,"718 E CALVERT ST, SOUTH BEND, IN 46613",4189,-86.2386799,41.65436649999999,street_address,rooftop,"718 e calvert st, south bend, in 46613, usa",41.6558033302915,41.6531053697085,-86.23768666970848,-86.2403846302915
2015-685,ERSKINE GOLF COURSE,4201 MIAMI ST,SOUTH BEND,IN,46614,(574) 291-5587,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-05-04T04:00:00Z,2015,685,RN,Renewed,SB6,COUNCIL DISTRICT 6,"4201 MIAMI ST, SOUTH BEND, IN 46614",4190,-86.23480719999999,41.6324822,street_address,range_interpolated,"4201 miami st, south bend, in 46614, usa",41.6338311802915,41.6311332197085,-86.23345821970848,-86.23615618029149
2015-682,SOUTH BEND CHOCOLATE CO.,122 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 233-2577,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-04-02T04:00:00Z,2015,682,RN,Renewed,SB2,COUNCIL DISTRICT 2,"122 S MICHIGAN ST, SOUTH BEND, IN 46601",4191,-86.24988549999999,41.6755789,premise,rooftop,"122 s michigan st, south bend, in 46601, usa",41.67695698029149,41.67425901970849,-86.2487650197085,-86.25146298029152
2015-680,KROGER J-901,4526 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-0471,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-24T04:00:00Z,2015,680,RN,Renewed,SB6,COUNCIL DISTRICT 6,"4526 W WESTERN AVE, SOUTH BEND, IN 46619",4192,-86.3108931,41.6706637,premise,geometric_center,"4526 w western ave, south bend, in 46619, usa",41.6721543802915,41.6694564197085,-86.30960236970849,-86.31230033029149
2015-679,KROGER J-903,1217 E IRELAND RD,SOUTH BEND,IN,466143448,(574) 291-0666,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-02-19T05:00:00Z,2015,679,RN,Renewed,SB5,COUNCIL DISTRICT 5,"1217 E IRELAND RD, SOUTH BEND, IN 466143448",4193,-86.2313123,41.6297507,premise,rooftop,"1217 e ireland rd, south bend, in 46614, usa",41.6311066802915,41.6284087197085,-86.2299581197085,-86.2326560802915
2015-678,KING GYROS OF SOUTH BEND INC.,5105 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-7010,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-06T05:00:00Z,2015,678,RN,Renewed,SB2,COUNCIL DISTRICT 2,"5105 W WESTERN AVE, SOUTH BEND, IN 46619",4194,-86.3191085,41.6724816,premise,rooftop,"5105 w western ave, south bend, in 46619, usa",41.6738372802915,41.6711393197085,-86.31772051970849,-86.32041848029151
2015-6775,THE VIBRANCE CENTER,328 N MICHIGAN ST,SOUTH BEND,IN,46601,(574) 310-7036,MSGEST,MASSAGE ESTABLISHMENT,2016-02-28T05:00:00Z,2015-03-24T04:00:00Z,2015,6775,IN,Incative and no longer licensed,SB1,COUNCIL DISTRICT 1,"328 N MICHIGAN ST, SOUTH BEND, IN 46601",4195,-86.24998599999999,41.6799847,street_address,rooftop,"328 n michigan st, south bend, in 46601, usa",41.68133123029151,41.67863326970851,-86.2487138697085,-86.2514118302915
2015-677,KING GYROS EXPRESS,2717 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 231-8983,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-16T04:00:00Z,2015,677,RN,Renewed,SB5,COUNCIL DISTRICT 5,"2717 S MICHIGAN ST, SOUTH BEND, IN 46614",4196,-86.2501018,41.6459149,premise,rooftop,"2717 s michigan st, south bend, in 46614, usa",41.6472666802915,41.6445687197085,-86.24876406970849,-86.25146203029149
2015-676,IMMANUEL UNITED METHODIST CHUR,1211 W EWING AVE,SOUTH BEND,IN,46613,(574) 000-0000,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-05T05:00:00Z,2015,676,RN,Renewed,SB6,COUNCIL DISTRICT 6,"1211 W EWING AVE, SOUTH BEND, IN 46613",4197,-86.2676627,41.6507523,premise,rooftop,"1211 w ewing ave, south bend, in 46613, usa",41.6519634302915,41.6492654697085,-86.2662965197085,-86.26899448029151
2015-6749,515 PEASHWAY ST,515 PEASHWAY ST,SOUTH BEND,IN,46617,(574) 340-3953,LPARKU,LAWN PARK UNDER 10 SPACES,2014-10-04T04:00:00Z,2014-10-01T04:00:00Z,2015,6749,RN,Renewed,SB4,COUNCIL DISTRICT 4,"515 PEASHWAY ST, SOUTH BEND, IN 46617",4198,-86.2433334,41.6923247,premise,rooftop,"515 peashway st, south bend, in 46617, usa",41.6935769302915,41.69087896970851,-86.24197646970849,-86.24467443029151
2015-6748,1215 N TWYCKENHAM DR,1215 N TWYCKENHAM DR,SOUTH BEND,IN,46617,(000) 000-0000,LPARKU,LAWN PARK UNDER 10 SPACES,2015-11-15T05:00:00Z,2015-09-03T04:00:00Z,2015,6748,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1215 N TWYCKENHAM DR, SOUTH BEND, IN 46617",4199,-86.2263356,41.6914761,premise,rooftop,"1215 n twyckenham dr, south bend, in 46617, usa",41.6928251302915,41.6901271697085,-86.22483226970851,-86.22753023029152
2015-6745,1135 WHITE OAK DR,1135 WHITE OAK DR,SOUTH BEND,IN,46617,(000) 000-0000,LPARKO,LAWN PARK 10 OR MORE SPACES,2014-10-04T04:00:00Z,2014-09-30T04:00:00Z,2015,6745,RN,Renewed,SB4,COUNCIL DISTRICT 4,"1135 WHITE OAK DR, SOUTH BEND, IN 46617",4200,-86.2248376,41.6907041,premise,rooftop,"1135 white oak dr, south bend, in 46617, usa",41.6920371302915,41.6893391697085,-86.2233229697085,-86.22602093029151
2015-6744,1022 N. SAINT LOUIS BLVD,1022 N SAINT LOUIS BLVD,SOUTH BEND,IN,46635,(574) 274-8415,LPARKO,LAWN PARK 10 OR MORE SPACES,2014-10-04T04:00:00Z,2014-10-01T04:00:00Z,2015,6744,RN,Renewed,SB4,COUNCIL DISTRICT 4,"1022 N SAINT LOUIS BLVD, SOUTH BEND, IN 46635",4201,-86.2405994,41.6892597,premise,rooftop,"1022 n st louis blvd, south bend, in 46617, usa",41.6906073802915,41.6879094197085,-86.23941521970849,-86.2421131802915
2015-6743,613 NAPOLEON ST,613 NAPOLEON ST,SOUTH BEND,IN,46615,(000) 000-0000,LPARKO,LAWN PARK 10 OR MORE SPACES,2014-10-04T04:00:00Z,2014-09-30T04:00:00Z,2015,6743,RN,Renewed,SB4,COUNCIL DISTRICT 4,"613 NAPOLEON ST, SOUTH BEND, IN 46615",4202,-86.2418694,41.69139120000001,premise,rooftop,"613 napoleon st, south bend, in 46617, usa",41.6926391302915,41.6899411697085,-86.24051161970849,-86.24320958029149
2015-674,GRACE UNITED METH. CHURCH,3012 S TWYCKENHAM DR,SOUTH BEND,IN,466142118,(574) 288-4789,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-03T05:00:00Z,2015,674,RN,Renewed,SB5,COUNCIL DISTRICT 5,"3012 S TWYCKENHAM DR, SOUTH BEND, IN 466142118",4203,-86.2317204,41.6427754,premise,rooftop,"3012 s twyckenham dr, south bend, in 46614, usa",41.6440183802915,41.64132041970851,-86.23067751970848,-86.2333754802915
2015-6728,1208 N TWYCKENHAM DR,1208 N TWYCKENHAM DR,SOUTH BEND,IN,46617,(574) 234-0969,LPARKO,LAWN PARK 10 OR MORE SPACES,2014-10-04T04:00:00Z,2014-10-09T04:00:00Z,2015,6728,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1208 N TWYCKENHAM DR, SOUTH BEND, IN 46617",4204,-86.2255764,41.6912666,premise,rooftop,"1208 n twyckenham dr, south bend, in 46617, usa",41.69261728029149,41.6899193197085,-86.22438966970849,-86.2270876302915
2015-6727,1203 WHITE OAK DR,1203 WHITE OAK DR,SOUTH BEND,IN,46617,(574) 288-1372,LPARKO,LAWN PARK 10 OR MORE SPACES,2014-10-04T04:00:00Z,2014-09-30T04:00:00Z,2015,6727,RN,Renewed,SB4,COUNCIL DISTRICT 4,"1203 WHITE OAK DR, SOUTH BEND, IN 46617",4205,-86.22469199999999,41.6911467,premise,rooftop,"1203 white oak dr, south bend, in 46617, usa",41.6924956302915,41.6897976697085,-86.22318206970849,-86.2258800302915
2015-6726,701 E HOWARD ST,701 HOWARD ST,SOUTH BEND,IN,46617,(000) 000-0000,LPARKO,LAWN PARK 10 OR MORE SPACES,2014-10-04T04:00:00Z,2014-10-01T04:00:00Z,2015,6726,RN,Renewed,SB4,COUNCIL DISTRICT 4,"701 HOWARD ST, SOUTH BEND, IN 46617",4206,-86.2406645,41.6886507,street_address,rooftop,"701 howard st, south bend, in 46617, usa",41.6898981302915,41.6872001697085,-86.2393129197085,-86.2420108802915
2015-6723,1122 N FRANCES ST,1122 N FRANCES ST,SOUTH BEND,IN,46617,(574) 360-6910,LPARKO,LAWN PARK 10 OR MORE SPACES,2014-10-04T04:00:00Z,2014-09-30T04:00:00Z,2015,6723,RN,Renewed,SB4,COUNCIL DISTRICT 4,"1122 N FRANCES ST, SOUTH BEND, IN 46617",4207,-86.2366562,41.6906775,premise,rooftop,"1122 n frances st, south bend, in 46617, usa",41.6920237802915,41.68932581970851,-86.2354305697085,-86.2381285302915
2015-6722,CINCO 5,112 W COLFAX AVE,SOUTH BEND,IN,46601,(574) 520-9613,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-03-17T04:00:00Z,2015,6722,RN,Renewed,NA,NA,"112 W COLFAX AVE, SOUTH BEND, IN 46601",4208,-86.25105549999999,41.6775589,premise,rooftop,"112 w colfax ave, south bend, in 46601, usa",41.67899603029149,41.6762980697085,-86.2497134697085,-86.2524114302915
2015-6720,805 NAPOLEON,805 NAPOLEON ST,SOUTH BEND,IN,46617,(574) 339-0275,LPARKU,LAWN PARK UNDER 10 SPACES,2015-11-15T05:00:00Z,2015-09-03T04:00:00Z,2015,6720,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"805 NAPOLEON ST, SOUTH BEND, IN 46617",4209,-86.2390659,41.6914404,premise,rooftop,"805 napoleon st, south bend, in 46617, usa",41.6926871802915,41.6899892197085,-86.23771686970849,-86.24041483029151
2015-6719,935 NOTRE DAME AVE,935 N NOTRE DAME AVE,SOUTH BEND,IN,46617,(000) 000-0000,LPARKU,LAWN PARK UNDER 10 SPACES,2015-11-22T05:00:00Z,2015-09-03T04:00:00Z,2015,6719,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"935 N NOTRE DAME AVE, SOUTH BEND, IN 46617",4210,-86.23850499999999,41.68831300000001,street_address,rooftop,"935 n notre dame ave, south bend, in 46617, usa",41.6896683302915,41.6869703697085,-86.23696486970849,-86.2396628302915
2015-6716,1241 N BLACK OAK DR,1241 BLACK OAK DR,SOUTH BEND,IN,46617,(000) 000-0000,LPARKU,LAWN PARK UNDER 10 SPACES,2015-11-15T05:00:00Z,2015-09-03T04:00:00Z,2015,6716,AC,Active and Licensed,SB4,COUNCIL DISTRICT 4,"1241 BLACK OAK DR, SOUTH BEND, IN 46617",4211,-86.22331899999999,41.6918973,premise,rooftop,"1241 black oak dr, south bend, in 46617, usa",41.6932376302915,41.6905396697085,-86.22182486970851,-86.22452283029152
2015-7170,RAMIRO ALVAREZ III - NORTHSTAR,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(800) 775-7827,PEDDLR,PEDDLER & CANVASSER,2016-01-31T05:00:00Z,2015-05-18T04:00:00Z,2015,7170,IN,Incative and no longer licensed,NA,NA,"0 OUTSIDE CITY LIMITS, SOUTH BEND, IN 46601",4212,-86.25395189999999,41.6724038,postal_code,approximate,"south bend, in 46601, usa",41.6883039,41.6590361,-86.23015,-86.274856
2015-5801,U CAN PAINT 2 INC,2045 SOUTH BEND AVE,SOUTH BEND,IN,466375642,(574) 387-3839,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-04-16T04:00:00Z,2015,5801,RN,Renewed,NA,NA,"2045 SOUTH BEND AVE, SOUTH BEND, IN 466375642",4213,-86.2188989,41.7004698,street_address,rooftop,"2045 south bend ave, south bend, in 46637, usa",41.7018657302915,41.6991677697085,-86.2173396697085,-86.2200376302915
2015-6484,REGGIO'S EXPRESS,1631 EDISON RD,SOUTH BEND,IN,46637,(574) 271-6930,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-04-20T04:00:00Z,2015,6484,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"1631 EDISON RD, SOUTH BEND, IN 46637",4214,-86.2241743,41.6946367,street_address,rooftop,"1631 edison rd, south bend, in 46637, usa",41.6959426802915,41.6932447197085,-86.2228223197085,-86.2255202802915
2015-5797,TOSCANA PIZZA & PASTA,1724 N IRONWOOD DR,SOUTH BEND,IN,46635,(574) 247-7010,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-05-07T04:00:00Z,2015,5797,RN,Renewed,SB4,COUNCIL DISTRICT 4,"1724 N IRONWOOD DR, SOUTH BEND, IN 46635",4215,-86.21607209999999,41.6986981,premise,rooftop,"1724 n ironwood dr, south bend, in 46635, usa",41.7000470802915,41.6973491197085,-86.2148813197085,-86.2175792802915
2015-6482,SCHNABLE ALARM SYSTEMS INC.,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(219) 362-8969,ALARM,ALARM AGENT,2016-01-31T05:00:00Z,2015-01-23T05:00:00Z,2015,6482,RN,Renewed,NA,NA,"0 OUTSIDE CITY LIMITS, SOUTH BEND, IN 46601",4216,-86.25395189999999,41.6724038,postal_code,approximate,"south bend, in 46601, usa",41.6883039,41.6590361,-86.23015,-86.274856
2015-5786,OC MINI MART,815 N OLIVE ST,SOUTH BEND,IN,46619,(574) 855-4958,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-03-26T04:00:00Z,2015,5786,RN,Renewed,SB2,COUNCIL DISTRICT 2,"815 N OLIVE ST, SOUTH BEND, IN 46619",4217,-86.2840641,41.6860789,street_address,rooftop,"815 n olive st, south bend, in 46628, usa",41.68749423029149,41.6847962697085,-86.2826435197085,-86.2853414802915
2015-6479,NEVERIA TRES MANGOS DE MICHOAC,2102 W WESTERN AVE,SOUTH BEND,IN,46619,(708) 224-3140,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-03-26T04:00:00Z,2015,6479,IN,Incative and no longer licensed,SB6,COUNCIL DISTRICT 6,"2102 W WESTERN AVE, SOUTH BEND, IN 46619",4218,-86.2801911,41.67192,premise,rooftop,"2102 w western ave, south bend, in 46619, usa",41.6733168802915,41.6706189197085,-86.2788554697085,-86.28155343029151
2015-5782,EDIBLE ARRANGEMENTS,123 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 234-8182,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-02-11T05:00:00Z,2015,5782,RN,Renewed,SB2,COUNCIL DISTRICT 2,"123 S MICHIGAN ST, SOUTH BEND, IN 46601",4219,-86.2506693,41.675526,street_address,rooftop,"123 s michigan st, south bend, in 46601, usa",41.67687563029149,41.6741776697085,-86.24915651970849,-86.2518544802915
2015-6477,QUALITY TURF MANAGEMENT,1307 S 29TH ST,SOUTH BEND,IN,46615,(574) 233-8495,ARBOR,ARBORIST/TREE SERVICE,2016-01-31T05:00:00Z,2015-01-27T05:00:00Z,2015,6477,RN,Renewed,SB3,COUNCIL DISTRICT 3,"1307 S 29TH ST, SOUTH BEND, IN 46615",4220,-86.20637459999999,41.6609494,street_address,range_interpolated,"1307 s 29th st, south bend, in 46615, usa",41.6623004802915,41.6596025197085,-86.2048962697085,-86.2075942302915
2015-5781,SARA ROS FRAZIER,849 N QUEEN RD,WALKERTON,IN,46574,(574) 383-0669,MSGTEC,MASSAGE THERAPY,2016-02-28T05:00:00Z,2015-04-07T04:00:00Z,2015,5781,RN,Renewed,NA,NA,"849 N QUEEN RD, WALKERTON, IN 46574",4221,-86.3779591,41.4652798,premise,rooftop,"849 n queen rd, walkerton, in 46574, usa",41.4666287802915,41.4639308197085,-86.37652836970848,-86.3792263302915
2015-6475,YUMMY CUPCAKES,119 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 289-8669,RESTZ,RESTAURANTS N-Z,2016-03-31T04:00:00Z,2015-03-16T04:00:00Z,2015,6475,IN,Incative and no longer licensed,SB2,COUNCIL DISTRICT 2,"119 S MICHIGAN ST, SOUTH BEND, IN 46601",4222,-86.25054639999999,41.6757351,street_address,rooftop,"119 s michigan st, south bend, in 46601, usa",41.6770715802915,41.6743736197085,-86.24909571970848,-86.2517936802915
2015-717,MCKINLEY PUB - DONT USE,2930 MCKINLEY AVE,SOUTH BEND,IN,46615,(574) 234-2616,RESTAM,RESTAURANTS A-M,2016-02-28T05:00:00Z,2015-02-25T05:00:00Z,2015,717,IN,Incative and no longer licensed,SB4,COUNCIL DISTRICT 4,"2930 MCKINLEY AVE, SOUTH BEND, IN 46615",4223,-86.2056049,41.67929789999999,premise,rooftop,"2930 mckinley ave, south bend, in 46615, usa",41.6808242802915,41.6781263197085,-86.2043325697085,-86.2070305302915
